type,key,category,group,pattern,result,ingredients,ingredient,experience,cookingtime,input,material,addition,template,base,show_notification
minecraft:crafting_shapeless,,building,wool,,@{count=1; id=minecraft:pink_wool},"[""minecraft:pink_dye"",{""value"":[""minecraft:black_wool"",""minecraft:blue_wool"",""minecraft:brown_wool"",""minecraft:cyan_wool"",""minecraft:gray_wool"",""minecraft:green_wool"",""minecraft:light_blue_wool"",""minecraft:light_gray_wool"",""minecraft:lime_wool"",""minecraft:magenta_wool"",""minecraft:orange_wool"",""minecraft:purple_wool"",""minecraft:red_wool"",""minecraft:yellow_wool"",""minecraft:white_wool""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,bed_dye,,@{count=1; id=minecraft:purple_bed},"[""minecraft:purple_dye"",{""value"":[""minecraft:black_bed"",""minecraft:blue_bed"",""minecraft:brown_bed"",""minecraft:cyan_bed"",""minecraft:gray_bed"",""minecraft:green_bed"",""minecraft:light_blue_bed"",""minecraft:light_gray_bed"",""minecraft:lime_bed"",""minecraft:magenta_bed"",""minecraft:orange_bed"",""minecraft:pink_bed"",""minecraft:red_bed"",""minecraft:yellow_bed"",""minecraft:white_bed""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,carpet_dye,,@{count=1; id=minecraft:purple_carpet},"[""minecraft:purple_dye"",{""value"":[""minecraft:black_carpet"",""minecraft:blue_carpet"",""minecraft:brown_carpet"",""minecraft:cyan_carpet"",""minecraft:gray_carpet"",""minecraft:green_carpet"",""minecraft:light_blue_carpet"",""minecraft:light_gray_carpet"",""minecraft:lime_carpet"",""minecraft:magenta_carpet"",""minecraft:orange_carpet"",""minecraft:pink_carpet"",""minecraft:red_carpet"",""minecraft:yellow_carpet"",""minecraft:white_carpet""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,equipment,harness_dye,,@{count=1; id=minecraft:purple_harness},"[""minecraft:purple_dye"",{""value"":[""minecraft:black_harness"",""minecraft:blue_harness"",""minecraft:brown_harness"",""minecraft:cyan_harness"",""minecraft:gray_harness"",""minecraft:green_harness"",""minecraft:light_blue_harness"",""minecraft:light_gray_harness"",""minecraft:lime_harness"",""minecraft:magenta_harness"",""minecraft:orange_harness"",""minecraft:pink_harness"",""minecraft:red_harness"",""minecraft:yellow_harness"",""minecraft:white_harness""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,building,wool,,@{count=1; id=minecraft:purple_wool},"[""minecraft:purple_dye"",{""value"":[""minecraft:black_wool"",""minecraft:blue_wool"",""minecraft:brown_wool"",""minecraft:cyan_wool"",""minecraft:gray_wool"",""minecraft:green_wool"",""minecraft:light_blue_wool"",""minecraft:light_gray_wool"",""minecraft:lime_wool"",""minecraft:magenta_wool"",""minecraft:orange_wool"",""minecraft:pink_wool"",""minecraft:red_wool"",""minecraft:yellow_wool"",""minecraft:white_wool""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,bed_dye,,@{count=1; id=minecraft:red_bed},"[""minecraft:red_dye"",{""value"":[""minecraft:black_bed"",""minecraft:blue_bed"",""minecraft:brown_bed"",""minecraft:cyan_bed"",""minecraft:gray_bed"",""minecraft:green_bed"",""minecraft:light_blue_bed"",""minecraft:light_gray_bed"",""minecraft:lime_bed"",""minecraft:magenta_bed"",""minecraft:orange_bed"",""minecraft:pink_bed"",""minecraft:purple_bed"",""minecraft:yellow_bed"",""minecraft:white_bed""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,carpet_dye,,@{count=1; id=minecraft:red_carpet},"[""minecraft:red_dye"",{""value"":[""minecraft:black_carpet"",""minecraft:blue_carpet"",""minecraft:brown_carpet"",""minecraft:cyan_carpet"",""minecraft:gray_carpet"",""minecraft:green_carpet"",""minecraft:light_blue_carpet"",""minecraft:light_gray_carpet"",""minecraft:lime_carpet"",""minecraft:magenta_carpet"",""minecraft:orange_carpet"",""minecraft:pink_carpet"",""minecraft:purple_carpet"",""minecraft:yellow_carpet"",""minecraft:white_carpet""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,equipment,harness_dye,,@{count=1; id=minecraft:red_harness},"[""minecraft:red_dye"",{""value"":[""minecraft:black_harness"",""minecraft:blue_harness"",""minecraft:brown_harness"",""minecraft:cyan_harness"",""minecraft:gray_harness"",""minecraft:green_harness"",""minecraft:light_blue_harness"",""minecraft:light_gray_harness"",""minecraft:lime_harness"",""minecraft:magenta_harness"",""minecraft:orange_harness"",""minecraft:pink_harness"",""minecraft:purple_harness"",""minecraft:yellow_harness"",""minecraft:white_harness""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,building,wool,,@{count=1; id=minecraft:red_wool},"[""minecraft:red_dye"",{""value"":[""minecraft:black_wool"",""minecraft:blue_wool"",""minecraft:brown_wool"",""minecraft:cyan_wool"",""minecraft:gray_wool"",""minecraft:green_wool"",""minecraft:light_blue_wool"",""minecraft:light_gray_wool"",""minecraft:lime_wool"",""minecraft:magenta_wool"",""minecraft:orange_wool"",""minecraft:pink_wool"",""minecraft:purple_wool"",""minecraft:yellow_wool"",""minecraft:white_wool""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,bed_dye,,@{count=1; id=minecraft:white_bed},"[""minecraft:white_dye"",{""value"":[""minecraft:black_bed"",""minecraft:blue_bed"",""minecraft:brown_bed"",""minecraft:cyan_bed"",""minecraft:gray_bed"",""minecraft:green_bed"",""minecraft:light_blue_bed"",""minecraft:light_gray_bed"",""minecraft:lime_bed"",""minecraft:magenta_bed"",""minecraft:orange_bed"",""minecraft:pink_bed"",""minecraft:purple_bed"",""minecraft:red_bed"",""minecraft:yellow_bed""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,carpet_dye,,@{count=1; id=minecraft:white_carpet},"[""minecraft:white_dye"",{""value"":[""minecraft:black_carpet"",""minecraft:blue_carpet"",""minecraft:brown_carpet"",""minecraft:cyan_carpet"",""minecraft:gray_carpet"",""minecraft:green_carpet"",""minecraft:light_blue_carpet"",""minecraft:light_gray_carpet"",""minecraft:lime_carpet"",""minecraft:magenta_carpet"",""minecraft:orange_carpet"",""minecraft:pink_carpet"",""minecraft:purple_carpet"",""minecraft:red_carpet"",""minecraft:yellow_carpet""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,equipment,harness_dye,,@{count=1; id=minecraft:white_harness},"[""minecraft:white_dye"",{""value"":[""minecraft:black_harness"",""minecraft:blue_harness"",""minecraft:brown_harness"",""minecraft:cyan_harness"",""minecraft:gray_harness"",""minecraft:green_harness"",""minecraft:light_blue_harness"",""minecraft:light_gray_harness"",""minecraft:lime_harness"",""minecraft:magenta_harness"",""minecraft:orange_harness"",""minecraft:pink_harness"",""minecraft:purple_harness"",""minecraft:red_harness"",""minecraft:yellow_harness""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,building,wool,,@{count=1; id=minecraft:white_wool},"[""minecraft:white_dye"",{""value"":[""minecraft:black_wool"",""minecraft:blue_wool"",""minecraft:brown_wool"",""minecraft:cyan_wool"",""minecraft:gray_wool"",""minecraft:green_wool"",""minecraft:light_blue_wool"",""minecraft:light_gray_wool"",""minecraft:lime_wool"",""minecraft:magenta_wool"",""minecraft:orange_wool"",""minecraft:pink_wool"",""minecraft:purple_wool"",""minecraft:red_wool"",""minecraft:yellow_wool""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,bed_dye,,@{count=1; id=minecraft:yellow_bed},"[""minecraft:yellow_dye"",{""value"":[""minecraft:black_bed"",""minecraft:blue_bed"",""minecraft:brown_bed"",""minecraft:cyan_bed"",""minecraft:gray_bed"",""minecraft:green_bed"",""minecraft:light_blue_bed"",""minecraft:light_gray_bed"",""minecraft:lime_bed"",""minecraft:magenta_bed"",""minecraft:orange_bed"",""minecraft:pink_bed"",""minecraft:purple_bed"",""minecraft:red_bed"",""minecraft:white_bed""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,carpet_dye,,@{count=1; id=minecraft:yellow_carpet},"[""minecraft:yellow_dye"",{""value"":[""minecraft:black_carpet"",""minecraft:blue_carpet"",""minecraft:brown_carpet"",""minecraft:cyan_carpet"",""minecraft:gray_carpet"",""minecraft:green_carpet"",""minecraft:light_blue_carpet"",""minecraft:light_gray_carpet"",""minecraft:lime_carpet"",""minecraft:magenta_carpet"",""minecraft:orange_carpet"",""minecraft:pink_carpet"",""minecraft:purple_carpet"",""minecraft:red_carpet"",""minecraft:white_carpet""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,equipment,harness_dye,,@{count=1; id=minecraft:yellow_harness},"[""minecraft:yellow_dye"",{""value"":[""minecraft:black_harness"",""minecraft:blue_harness"",""minecraft:brown_harness"",""minecraft:cyan_harness"",""minecraft:gray_harness"",""minecraft:green_harness"",""minecraft:light_blue_harness"",""minecraft:light_gray_harness"",""minecraft:lime_harness"",""minecraft:magenta_harness"",""minecraft:orange_harness"",""minecraft:pink_harness"",""minecraft:purple_harness"",""minecraft:red_harness"",""minecraft:white_harness""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,building,wool,,@{count=1; id=minecraft:yellow_wool},"[""minecraft:yellow_dye"",{""value"":[""minecraft:black_wool"",""minecraft:blue_wool"",""minecraft:brown_wool"",""minecraft:cyan_wool"",""minecraft:gray_wool"",""minecraft:green_wool"",""minecraft:light_blue_wool"",""minecraft:light_gray_wool"",""minecraft:lime_wool"",""minecraft:magenta_wool"",""minecraft:orange_wool"",""minecraft:pink_wool"",""minecraft:purple_wool"",""minecraft:red_wool"",""minecraft:white_wool""],""Count"":15}]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=9; id=minecraft:emerald},"""minecraft:emerald_block""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:emerald},building,,"[""###"",""###"",""###""]",@{count=1; id=minecraft:emerald_block},,,,,,,,,,
minecraft:blasting,,misc,emerald,,@{id=minecraft:emerald},,minecraft:deepslate_emerald_ore,1,100,,,,,,
minecraft:blasting,,misc,emerald,,@{id=minecraft:emerald},,minecraft:emerald_ore,1,100,,,,,,
minecraft:smelting,,misc,emerald,,@{id=minecraft:emerald},,minecraft:deepslate_emerald_ore,1,200,,,,,,
minecraft:smelting,,misc,emerald,,@{id=minecraft:emerald},,minecraft:emerald_ore,1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:obsidian; B=minecraft:book; D=minecraft:diamond},misc,,"["" B "",""D#D"",""###""]",@{count=1; id=minecraft:enchanting_table},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:obsidian; E=minecraft:ender_eye},misc,,"[""###"",""#E#"",""###""]",@{count=1; id=minecraft:ender_chest},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:ender_eye},"[""minecraft:ender_pearl"",""minecraft:blaze_powder""]",,,,,,,,,
minecraft:crafting_shaped,@{E=minecraft:ender_eye; G=minecraft:glass; T=minecraft:ghast_tear},misc,,"[""GGG"",""GEG"",""GTG""]",@{count=1; id=minecraft:end_crystal},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:popped_chorus_fruit; /=minecraft:blaze_rod},misc,,"[""/"",""#""]",@{count=4; id=minecraft:end_rod},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:end_stone},building,,"[""##"",""##""]",@{count=4; id=minecraft:end_stone_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:end_stone_bricks},,minecraft:end_stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:end_stone_bricks},building,,"""###""",@{count=6; id=minecraft:end_stone_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:end_stone_brick_slab},,minecraft:end_stone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:end_stone_brick_slab},,minecraft:end_stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:end_stone_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:end_stone_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:end_stone_brick_stairs},,minecraft:end_stone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:end_stone_brick_stairs},,minecraft:end_stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:end_stone_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:end_stone_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:end_stone_brick_wall},,minecraft:end_stone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:end_stone_brick_wall},,minecraft:end_stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:exposed_cut_copper_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:exposed_chiseled_copper},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:exposed_chiseled_copper},,minecraft:exposed_copper,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:exposed_chiseled_copper},,minecraft:exposed_cut_copper,,,,,,,,
minecraft:crafting_shaped,@{B=minecraft:blaze_rod; C=minecraft:exposed_copper; R=minecraft:redstone},redstone,exposed_copper_bulb,"["" C "",""CBC"","" R ""]",@{count=4; id=minecraft:exposed_copper_bulb},,,,,,,,,,
minecraft:crafting_shaped,@{M=minecraft:exposed_copper},building,exposed_copper_grate,"["" M "",""M M"","" M ""]",@{count=4; id=minecraft:exposed_copper_grate},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:exposed_copper_grate},,minecraft:exposed_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:exposed_copper},building,,"[""##"",""##""]",@{count=4; id=minecraft:exposed_cut_copper},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:exposed_cut_copper},,minecraft:exposed_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:exposed_cut_copper},building,,"""###""",@{count=6; id=minecraft:exposed_cut_copper_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=8; id=minecraft:exposed_cut_copper_slab},,minecraft:exposed_copper,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:exposed_cut_copper_slab},,minecraft:exposed_cut_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:exposed_cut_copper},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:exposed_cut_copper_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:exposed_cut_copper_stairs},,minecraft:exposed_copper,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:exposed_cut_copper_stairs},,minecraft:exposed_cut_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:end_stone; S=minecraft:eye_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:eye_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:eye,,,,,,,,#minecraft:trim_materials,minecraft:eye_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:fermented_spider_eye},"[""minecraft:spider_eye"",""minecraft:brown_mushroom"",""minecraft:sugar""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:field_masoned_banner_pattern},"[""minecraft:paper"",""minecraft:bricks""]",,,,,,,,,
minecraft:crafting_special_firework_rocket,,misc,,,,,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=3; id=minecraft:firework_rocket},"[""minecraft:gunpowder"",""minecraft:paper""]",,,,,,,,,
minecraft:crafting_special_firework_star,,misc,,,,,,,,,,,,,
minecraft:crafting_special_firework_star_fade,,misc,,,,,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=3; id=minecraft:fire_charge},"[""minecraft:gunpowder"",""minecraft:blaze_powder"",{""value"":[""minecraft:coal"",""minecraft:charcoal""],""Count"":2}]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=minecraft:string},equipment,,"[""  #"","" #X"",""# X""]",@{count=1; id=minecraft:fishing_rod},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks; @=minecraft:flint},misc,,"[""@@"",""##"",""##""]",@{count=1; id=minecraft:fletching_table},,,,,,,,,,
minecraft:crafting_shapeless,,equipment,,,@{count=1; id=minecraft:flint_and_steel},"[""minecraft:iron_ingot"",""minecraft:flint""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:flower_banner_pattern},"[""minecraft:paper"",""minecraft:oxeye_daisy""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:brick},misc,,"[""# #"","" # ""]",@{count=1; id=minecraft:flower_pot},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:breeze_rod; S=minecraft:flow_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:flow_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:flow,,,,,,,,#minecraft:trim_materials,minecraft:flow_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{#=#minecraft:stone_crafting_materials},misc,,"[""###"",""# #"",""###""]",@{count=1; id=minecraft:furnace},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:furnace_minecart},"[""minecraft:furnace"",""minecraft:minecart""]",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:glass},,#minecraft:smelts_to_glass,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass},misc,,"[""# #"","" # ""]",@{count=3; id=minecraft:glass_bottle},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass},misc,,"[""###"",""###""]",@{count=16; id=minecraft:glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:gold_nugget; X=minecraft:melon_slice},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:glistering_melon_slice},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glowstone_dust},building,,"[""##"",""##""]",@{count=1; id=minecraft:glowstone},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:glow_item_frame},"[""minecraft:item_frame"",""minecraft:glow_ink_sac""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:gold_ingot; X=minecraft:apple},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:golden_apple},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:gold_tool_materials},equipment,,"[""XX"",""X#"","" #""]",@{count=1; id=minecraft:golden_axe},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:gold_ingot},equipment,,"[""X X"",""X X""]",@{count=1; id=minecraft:golden_boots},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:gold_nugget; X=minecraft:carrot},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:golden_carrot},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:gold_ingot},equipment,,"[""X X"",""XXX"",""XXX""]",@{count=1; id=minecraft:golden_chestplate},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:gold_ingot},equipment,,"[""XXX"",""X X""]",@{count=1; id=minecraft:golden_helmet},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:gold_tool_materials},equipment,,"[""XX"","" #"","" #""]",@{count=1; id=minecraft:golden_hoe},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:gold_ingot},equipment,,"[""XXX"",""X X"",""X X""]",@{count=1; id=minecraft:golden_leggings},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:gold_tool_materials},equipment,,"[""XXX"","" # "","" # ""]",@{count=1; id=minecraft:golden_pickaxe},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:gold_tool_materials},equipment,,"[""X"",""#"",""#""]",@{count=1; id=minecraft:golden_shovel},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:gold_tool_materials},equipment,,"[""  X"","" # "",""#  ""]",@{count=1; id=minecraft:golden_spear},,,,,,,,,,
